"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jan 19 19:18:23 MSK 2025","Sun Jan 19 19:18:34 MSK 2025","11432","tests","feature_profile_test","TestProfileFeature","","","Change Profile name",""
